Latitude,Longitude,% Yield Anomaly
10.37500000,29.62500000,-25.37096597
10.12500000,29.62500000,-25.37096597
9.87500000,29.62500000,-40.06868836
9.62500000,29.62500000,-45.97786906
9.37500000,29.62500000,-14.10772421
9.12500000,29.62500000,-15.56311604
8.87500000,29.62500000,-20.62262268
8.62500000,29.62500000,-21.26845752
8.37500000,29.62500000,-39.50286037
8.12500000,29.62500000,-42.73881305
7.87500000,29.62500000,-44.48065303
7.62500000,29.62500000,-36.44090457
7.37500000,29.62500000,-13.24061290
7.12500000,29.62500000,-11.63389651
6.87500000,29.62500000,-4.70572464
6.62500000,29.62500000,-21.75159702
6.37500000,29.62500000,-10.79772852
6.12500000,29.62500000,-13.02210585
5.87500000,29.62500000,-4.41027060
5.62500000,29.62500000,-2.20926376
5.37500000,29.62500000,-1.47233271
5.12500000,29.62500000,-0.59047517
4.87500000,29.62500000,-5.36682240
4.62500000,29.62500000,0.67864381
4.37500000,29.62500000,-1.30006614
4.12500000,29.62500000,-1.52312643
3.87500000,29.62500000,-3.37543349
3.62500000,29.62500000,-2.49743852
10.37500000,29.87500000,-25.37096597
10.12500000,29.87500000,-25.37096597
9.87500000,29.87500000,-40.06868836
9.62500000,29.87500000,-45.97786906
9.37500000,29.87500000,-14.10772421
9.12500000,29.87500000,-15.56311604
8.87500000,29.87500000,-20.62262268
8.62500000,29.87500000,-21.26845752
8.37500000,29.87500000,-39.50286037
8.12500000,29.87500000,-42.73881305
7.87500000,29.87500000,-44.48065303
7.62500000,29.87500000,-36.44090457
7.37500000,29.87500000,-13.24061290
7.12500000,29.87500000,-11.63389651
6.87500000,29.87500000,-4.70572464
6.62500000,29.87500000,-21.75159702
6.37500000,29.87500000,-10.79772852
6.12500000,29.87500000,-13.02210585
5.87500000,29.87500000,-4.41027060
5.62500000,29.87500000,-2.20926376
5.37500000,29.87500000,-1.47233271
5.12500000,29.87500000,-0.59047517
4.87500000,29.87500000,-5.36682240
4.62500000,29.87500000,0.67864381
4.37500000,29.87500000,-1.30006614
