Latitude,Longitude,% Yield Anomaly,crop,temperature,precipitation,type,datetime
10.375,29.625,-23.94316338,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
10.125,29.625,-23.94316338,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.875,29.625,-40.06868836,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.625,29.625,-45.97786906,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.375,29.625,-7.50368549,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.125,29.625,-7.92371656,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.875,29.625,-13.3907511,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.625,29.625,-14.24236935,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.375,29.625,-32.51435739,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.125,29.625,-35.49668248,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.875,29.625,-35.16007498,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.625,29.625,-27.20031808,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.375,29.625,-9.86904818,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.125,29.625,-8.48564427,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.875,29.625,-4.70572464,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.625,29.625,-21.75159702,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.375,29.625,-6.08953972,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.125,29.625,-8.19724438,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.875,29.625,-2.52833096,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.625,29.625,-0.34059049,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.375,29.625,2.45505267,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.125,29.625,2.8173953,maize,0,-20,Temperature/Precipitation Sensitivity Tests,2018-01-01
