Latitude,Longitude,% Yield Anomaly,crop,temperature,precipitation,type,datetime
10.375,29.625,-11.14689065,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
10.125,29.625,-11.14689065,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.875,29.625,-44.24281941,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.625,29.625,-67.49778526,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.375,29.625,-2.74303815,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.125,29.625,-1.31729618,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.875,29.625,-6.40267195,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.625,29.625,-8.04846121,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.375,29.625,-15.29613595,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.125,29.625,-21.59835842,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.875,29.625,-14.58768529,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.625,29.625,-14.3696028,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.375,29.625,-5.80338538,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.125,29.625,-3.85386574,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.875,29.625,-3.74617979,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.625,29.625,-6.17619285,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.375,29.625,2.89804579,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.125,29.625,1.8738323,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.875,29.625,0.9293488,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.625,29.625,4.10743735,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.375,29.625,5.38037197,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
5.125,29.625,5.2918034,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
4.875,29.625,1.76943404,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
4.625,29.625,,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
4.375,29.625,1.97561274,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
4.125,29.625,-0.23214757,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
3.875,29.625,4.48303046,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
3.625,29.625,4.29673222,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
10.375,29.875,-11.14689065,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
10.125,29.875,-11.14689065,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.875,29.875,-44.24281941,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.625,29.875,-67.49778526,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.375,29.875,-2.74303815,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
9.125,29.875,-1.31729618,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.875,29.875,-6.40267195,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.625,29.875,-8.04846121,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.375,29.875,-15.29613595,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
8.125,29.875,-21.59835842,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.875,29.875,-14.58768529,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.625,29.875,-14.3696028,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.375,29.875,-5.80338538,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
7.125,29.875,-3.85386574,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.875,29.875,-3.74617979,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.625,29.875,-6.17619285,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.375,29.875,2.89804579,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
6.125,29.875,1.8738323,maize,-1,20,Temperature/Precipitation Sensitivity Tests,2018-01-01
