scenario,GID_2,month,herbage_anpp,herbage_prodn,total_area_rangeland,mean_anomaly_herbage_anpp,total_anomaly_herbage_prodn,rel_anomaly_mean_herbage_anpp,rel_anomaly_total_herbage_prodn,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2019-03,0.065031405,1557.022745,2180,-0.228685501,-5180.699873,-77.85915489,-76.89096401,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2019-04,1.625221337,37693.38111,2180,0.173507753,4933.491994,11.95192738,15.05955034,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-05,1.657882873,40223.04191,2180,-0.929802216,-18401.66832,-35.93181488,-31.38892841,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-06,3.195684924,70801.06063,2180,-0.54038136,-14078.08619,-14.46391256,-16.5860364,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-07,0,0,2180,-0.302807064,-4205.890108,-100,-100,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-08,0,0,2180,-0.019482121,-116.8927241,-100,-100,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-09,3.796975017,87124.08389,2180,1.017515405,22393.09229,36.60838966,34.59408196,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-10,2.090253988,41166.91849,2180,-0.61872266,-12748.46,-22.83971922,-23.64531301,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-11,1.992222486,43521.16057,2180,-0.23633559,-3720.024546,-10.60486564,-7.874536883,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.6,2018-12,2.250270633,50766.85426,2180,0.623499218,12822.49632,38.32740189,33.7928931,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2019-01,1.774628831,75498.02793,3686.666667,0.360826465,4410.198772,25.52170467,6.203873187,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2019-02,0.18785892,4687.992662,3686.666667,-0.319740753,-10008.23194,-62.99073271,-68.10070077,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2019-03,0.342024833,10218.74803,3686.666667,-0.241920704,-10872.80011,-41.42864169,-51.55050752,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2019-04,2.739558872,94200.61074,3686.666667,0.266864873,-17293.55476,10.79247467,-15.51072622,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-05,3.790647704,170987.7535,3686.666667,-0.839207915,-55483.65772,-18.12600617,-24.4991884,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-06,6.543254413,347415.6221,3686.666667,0.127616102,-27050.38132,1.989141155,-7.223721531,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-07,1.049617658,3889.54062,3686.666667,-0.401132426,-6473.662901,-27.6500019,-62.46777734,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-08,0.201364463,1208.18678,3686.666667,-0.069287471,-9951.090067,-25.60021273,-89.17325202,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-09,1.808264318,192712.4505,3686.666667,-0.280472962,-9388.019016,-13.42787171,-4.645223753,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-10,2.737269935,170032.9311,3686.666667,-0.548040262,-28746.91054,-16.6815378,-14.46168298,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-11,2.61399238,156666.5085,3686.666667,-0.28817859,-8933.302854,-9.929759243,-5.3945127,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.7,2018-12,2.963604337,172725.559,3686.666667,-0.431749413,-37429.47284,-12.71588898,-17.81041002,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2019-01,0.879055832,23973.47731,1482.608696,0.382127507,10673.2805,76.89791213,80.24904177,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2019-02,0.317696299,9364.493965,1482.608696,-0.096641972,-3257.109927,-23.3244136,-25.80583224,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2019-03,0.645199724,17874.67069,1482.608696,-0.741796637,-30914.56759,-53.48223386,-63.36349712,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2019-04,3.466462791,119628.5293,1482.608696,0.075249689,5829.343459,2.218960779,5.122482568,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-05,5.240179385,169825.1906,1482.608696,0.220828421,4231.041731,4.399541349,2.555067169,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-06,5.404588985,181630.0761,1482.608696,0.182718082,8026.812166,3.49909229,4.623652795,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-07,3.216572463,101278.274,1482.608696,0.212415931,5406.909862,7.070734446,5.639754801,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-08,2.07105706,73578.92212,1482.608696,0.226514537,10396.86451,12.28025561,16.45540666,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-09,0.696652165,6090.129563,1482.608696,-0.241681032,-11593.76686,-25.75641921,-65.56115565,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-10,2.727475758,90798.71982,1482.608696,0.485084039,12339.80485,21.63243981,15.72772814,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-11,2.175818739,71741.89272,1482.608696,0.114472811,2943.301768,5.553304227,4.278142512,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.8,2018-12,2.03196827,63872.92591,1482.608696,0.634631891,22032.80269,45.41725965,52.65950719,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2019-01,0.881443513,28139.95556,6180,-0.156515895,-12854.1492,-15.07919231,-31.356092,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2019-02,0.050299549,3275.958362,6180,-0.061953201,-1239.55304,-55.19080906,-27.45100012,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2019-03,0.110132126,5083.420862,6180,-0.085924882,-2061.705323,-43.82647826,-28.85470837,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2019-04,0.874884515,35530.65516,6180,-0.639037402,-38922.72666,-42.21072399,-52.27798349,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-05,3.45039304,202646.1834,6180,-0.262720851,-17907.01662,-7.075485937,-8.11913707,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-06,4.158766247,70475.09004,6180,0.535136653,-19173.6772,14.76797337,-21.38755255,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-07,0,0,6180,-0.217577666,-68754.54244,-100,-100,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-08,1.532993752,367560.5076,6180,-1.687426735,-14032.47354,-52.39771459,-3.677340578,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-09,5.500993211,406650.6916,6180,0.506232928,51269.34521,10.13527977,14.42657183,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-10,2.942841132,227989.7165,6180,-0.018659846,9496.086845,-0.630080713,4.346161881,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-11,2.802953024,196532.9698,6180,0.308553447,12441.19508,12.36984845,6.758148263,,,,,,,,,
S0_BASE_bs00_E18,ETH.8.9,2018-12,2.96081357,195489.7746,6180,-0.174651797,859.0076763,-5.570203349,0.441352459,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2019-01,0.247922107,78189.69093,13157.69231,-0.206426777,-66740.06518,-45.43353887,-46.04993962,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2019-02,0.061028097,20065.78428,13157.69231,-0.4261697,-130528.3351,-87.47365083,-86.67558576,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2019-03,0.050129533,16264.55396,13157.69231,-0.937993901,-298008.6252,-94.9267944,-94.82470823,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2019-04,0.277299535,82080.11154,13157.69231,-2.696972265,-872559.4623,-90.67672514,-91.40197895,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-05,5.162294286,1706911.065,13157.69231,0.504096154,179372.8868,10.82169843,11.74261235,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-06,4.759584919,1557015.942,13157.69231,0.433934705,145873.7356,10.03166423,10.33728103,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-07,3.545988336,1027552.185,13157.69231,0.550149366,163615.6684,18.36378297,18.93839017,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-08,1.466789159,398512.9491,13157.69231,0.635615298,193216.6871,76.4720028,94.11602789,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-09,0.975031277,403636.6731,13157.69231,0.133436554,24521.48948,15.85520333,6.46808425,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-10,2.146576134,751401.8119,13157.69231,-0.158612296,-59508.47736,-6.880665123,-7.338478516,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-11,2.855720112,1022631.376,13157.69231,0.040332906,70551.22606,1.432588231,7.410219201,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.1,2018-12,2.12688206,710515.9691,13157.69231,0.686996403,242489.7416,47.71187214,51.81114376,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2019-01,0.373952006,46297.92092,5480,-0.26729305,-26084.69082,-41.68344803,-36.03723352,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2019-02,0.140655802,18276.70311,5480,-0.355179271,-39266.99431,-71.63254276,-68.23856664,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2019-03,0.038005201,4764.04627,5480,-0.633055212,-73593.97246,-94.33654552,-93.92015476,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2019-04,0.23378883,31570.51993,5480,-1.50419839,-165035.7585,-86.5482998,-83.94226259,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-05,2.754596403,300505.1601,5480,0.210207821,21161.59583,8.261624121,7.575472836,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-06,2.564991486,278298.9917,5480,0.043709004,1815.596909,1.733602016,0.656674847,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-07,2.268259277,230030.553,5480,0.350339649,38261.32562,18.26664912,19.95175459,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-08,1.719421304,170001.8326,5480,0.31943259,45657.94702,22.81679749,36.71909304,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-09,1.216241285,65873.29796,5480,0.917530836,39166.95713,307.1639578,146.6578944,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-10,0.63984535,96497.56804,5480,-0.029920885,-3074.004453,-4.467362387,-3.087230999,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-11,0.915100091,123804.994,5480,-0.127723211,-23884.75346,-12.24782862,-16.17224883,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.10,2018-12,0.933496391,153048.8729,5480,-0.121607286,18796.69042,-11.52562428,14.00103154,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2019-01,0.083428054,28384.03124,19340,-0.110667951,-43555.74823,-57.01711947,-60.54473415,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2019-02,0.031011697,11497.97889,19340,-0.163902721,-57413.28769,-84.08958305,-83.31480546,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2019-03,0.040267973,15240.70683,19340,-0.452576668,-171390.0135,-91.82947941,-91.83376306,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2019-04,0.088474254,25152.30563,19340,-1.909827202,-705397.0936,-95.57252718,-96.55706984,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-05,3.397781002,1178058.492,19340,0.638764157,224369.7446,23.15187595,23.52651692,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-06,2.41738684,888492.0194,19340,-0.025262472,16897.48507,-1.034224275,1.938686443,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-07,0,0,19340,-0.058235429,-18389.35774,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-08,0.170810096,15031.28844,19340,-0.279653762,-156774.1192,-62.08128734,-91.2509806,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-09,2.435890135,932262.0106,19340,0.049936072,-6538.95105,2.092918433,-0.696521554,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-10,3.778441609,1400132.607,19340,0.333693308,121809.5718,9.687015684,9.528856827,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-11,3.649115366,1362164.304,19340,1.379442015,505149.8977,60.7771164,58.94298792,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.11,2018-12,1.011827112,384334.0175,19340,0.318319248,120040.7813,45.89987584,45.41954347,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2019-01,0.257303997,11875.66758,2800,-0.044020787,-1105.055042,-14.60908279,-8.513047184,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2019-02,0.042770278,2083.377519,2800,-0.334276985,-14621.95753,-88.65652079,-87.52866966,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2019-03,0.062538297,3127.598672,2800,-0.779559704,-37223.15966,-92.57351314,-92.24897176,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2019-04,0.113565449,4466.942578,2800,-2.105607801,-101734.6402,-94.88253345,-95.79390207,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-05,2.846208465,140626.1294,2800,-0.585367921,-21429.39579,-17.05828035,-13.22348977,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-06,4.295211218,208027.5123,2800,0.555408662,27584.95078,14.85128302,15.28738594,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-07,2.203737416,101652.75,2800,0.419355897,13827.77461,23.50147057,15.74469511,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-08,0,0,2800,-0.050382474,-2886.243194,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-09,0.979728964,82815.99006,2800,0.003026089,8564.767719,0.309826931,11.53485081,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-10,2.239988116,104758.2316,2800,-0.229722571,-15643.54694,-9.301598467,-12.99278725,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-11,3.434234063,172025.6099,2800,0.408755725,24627.36529,13.51044957,16.70804516,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.12,2018-12,1.861029377,91707.92048,2800,0.835426814,43004.93558,81.45716903,88.30041048,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2019-01,0.496494286,20238.69399,3884.615385,-0.01506687,8.036425151,-2.94527241,0.039723994,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2019-02,0.052500251,2699.14747,3884.615385,0.002056712,739.8790728,4.077255237,37.76302797,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2019-03,0.025649084,729.1691536,3884.615385,-0.059809234,-2402.497668,-69.98643928,-76.71626021,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2019-04,0.033698032,1351.994418,3884.615385,-0.577454523,-20916.75227,-94.48615055,-93.92873592,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-05,1.191830546,51351.59214,3884.615385,-1.060601974,-62419.84585,-47.08695886,-54.86424972,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-06,2.718821153,96247.48887,3884.615385,-1.106464662,-76198.75858,-28.92501934,-44.18696243,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-07,0,0,3884.615385,-0.053185031,-1197.788949,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-08,0.548914688,119882.9678,3884.615385,-1.565995024,-33948.94024,-74.0454789,-22.06885469,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-09,5.247516403,289832.9334,3884.615385,0.854626248,34682.15503,19.45476026,13.59280785,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-10,2.978158547,139103.1738,3884.615385,0.615695309,10160.33202,26.06158265,7.879717775,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-11,1.53342454,84505.17599,3884.615385,-0.201033506,-10524.30868,-11.59056606,-11.07478244,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.13,2018-12,1.974766889,112493.2617,3884.615385,-0.649830641,-24425.72572,-24.75924914,-17.83954599,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2019-01,0.03162342,22972.36585,21954.54545,-0.056299218,-37486.19099,-64.03267623,-62.00311908,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2019-02,0.020567886,13210.98434,21954.54545,-0.125128192,-82042.99608,-85.88302036,-86.13077975,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2019-03,0.036488069,25719.44432,21954.54545,-0.199582776,-130694.043,-84.54359381,-83.5567605,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2019-04,0.072483875,40030.49198,21954.54545,-1.436722654,-988467.1312,-95.19721964,-96.10786733,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-05,2.335515676,1623862.18,21954.54545,0.487325493,351680.88,26.36771352,27.64392778,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-06,1.883893205,1308767.073,21954.54545,-0.021553014,-16346.49167,-1.131126851,-1.233591754,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-07,0,0,21954.54545,-0.106588658,-63469.97571,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-08,0.278078253,208734.2863,21954.54545,-7.31E-05,7736.818882,-0.026283294,3.849212123,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-09,1.187981611,829470.473,21954.54545,-0.015325452,-23825.67683,-1.273611068,-2.792193172,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-10,3.183928112,2255360.933,21954.54545,0.154744117,118404.7002,5.108442321,5.54081073,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-11,3.191893365,2249872.929,21954.54545,1.020940864,711361.7939,47.02732387,46.23702602,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.14,2018-12,0.271859867,160170.3822,21954.54545,-0.251262613,-201799.8408,-48.03131629,-55.75039823,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2019-01,0.041809115,4595.092298,10150,-0.023579484,-3015.139073,-36.06054354,-39.6195454,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2019-02,0.016612139,1922.592537,10150,-0.125598176,-13610.27822,-88.31861188,-87.62242623,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2019-03,0.040545517,5038.515293,10150,-0.816343099,-97257.8988,-95.26828616,-95.07459246,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2019-04,0.174143487,15750.38849,10150,-1.981177592,-243101.8171,-91.92029954,-93.91529678,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-05,3.803647438,510378.3112,10150,1.000183866,191391.0975,35.67672061,59.99961415,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-06,1.601092656,161244.8474,10150,-0.915911954,-115357.9312,-36.3889661,-41.70526838,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-07,1.429113189,158568.6173,10150,-0.271385558,-15490.33648,-15.95917425,-8.899476954,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-08,0.908488328,132831.8202,10150,0.101985456,16934.1227,12.64539272,14.61126758,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-09,0.960771412,217399.2703,10150,-0.701832101,-47719.70496,-42.21283643,-17.99935479,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-10,4.093951984,473950.9354,10150,0.320857167,41469.65115,8.50381935,9.588773587,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-11,3.996393095,429010.8794,10150,1.634561916,200193.8535,69.20739848,87.49080305,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.15,2018-12,0.762018296,89278.47679,10150,0.406424118,48928.88036,114.2943678,121.2623785,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2019-01,0.556342145,27043.61609,2475,-0.219353068,-1444.487921,-28.2782547,-5.070495111,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2019-02,0.049782199,2008.635894,2475,-0.090968379,-1496.795292,-64.63091003,-42.69932036,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2019-03,0.05400045,2386.046946,2475,-0.159468429,-4191.45417,-74.70336157,-63.72411188,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2019-04,0.071691789,2813.653499,2475,-1.399406128,-46511.12393,-95.12664737,-94.29565901,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-05,2.190294955,61137.64163,2475,-0.568428483,-27740.19241,-20.60476506,-31.21159815,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-06,3.552110938,117584.6362,2475,-0.681873246,-37472.74643,-16.10476602,-24.16701855,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-07,0,0,2475,-0.050206615,-525.1908308,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-08,0,0,2475,-0.496881796,-37668.70432,-100,-100,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-09,2.895028293,178361.0953,2475,-0.600413992,18217.36693,-17.17705351,11.37563557,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-10,2.905269423,87173.35742,2475,0.658891185,8818.76804,29.33126639,11.25494768,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-11,1.807586852,58718.42841,2475,-0.195195369,-9702.116424,-9.746210374,-14.18012155,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.16,2018-12,1.387616078,47490.57697,2475,-0.885436318,-41967.9613,-38.9536255,-46.91330991,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2019-01,0.085298646,9060.879314,6850,-0.028503073,-3178.565904,-25.04625894,-25.96985278,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2019-02,0.033513059,3349.936393,6850,-0.181655554,-19582.90508,-84.42474565,-85.39240592,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2019-03,0.059321843,6409.855083,6850,-0.734423812,-83563.43592,-92.52634112,-92.87582458,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2019-04,0.406687204,43433.84158,6850,-1.672704605,-191819.8883,-80.44201182,-81.53744827,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-05,1.955299924,213341.8314,6850,-0.837633505,-94632.38523,-29.9911733,-30.72737266,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-06,0.962967344,95639.74565,6850,-1.581634247,-178774.51,-62.15645909,-65.14767594,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-07,2.735201337,320549.4544,6850,0.915673366,110862.8927,50.32477545,52.87076667,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-08,0.402868068,75594.74223,6850,0.085753916,30856.99799,27.04197066,68.97307522,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-09,0.833503396,91287.88904,6850,-0.380566442,-34323.41682,-31.34633857,-27.3251015,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-10,2.391658546,232603.9985,6850,0.249051555,22948.87346,11.62376282,10.9460112,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-11,2.883109868,286240.4685,6850,0.550639569,38911.14386,23.60757043,15.73252339,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.17,2018-12,1.086129287,117205.3149,6850,0.62530453,65057.51591,135.6924776,124.7560151,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2019-01,0.184202932,148392.2925,16045.45455,-0.236662846,-249486.6277,-56.23238056,-62.70415824,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2019-02,0.071889427,62198.95282,16045.45455,-0.110404023,-94539.82602,-60.56390011,-60.31680655,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2019-03,0.034765492,37465.81127,16045.45455,-0.248662663,-213442.3265,-87.73393126,-85.06791705,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2019-04,0.140662111,129978.7355,16045.45455,-1.258374154,-1235398.849,-89.94578524,-90.48038162,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-05,2.380330212,2183598.81,16045.45455,0.126908291,121562.1187,5.63180333,5.895245185,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-06,2.174890536,2014705.476,16045.45455,0.044922161,107810.2375,2.10905294,5.653705321,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-07,1.019568694,730994.9397,16045.45455,0.17370195,148430.8164,20.53537998,25.47888042,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-08,0.723651005,562470.418,16045.45455,0.072198971,56714.11175,11.08277624,11.2137231,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-09,0.653257874,632494.8875,16045.45455,0.171720593,106071.4955,35.66091341,20.14946469,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-10,1.017459037,1206904.774,16045.45455,-0.130376264,-174080.9829,-11.35844698,-12.60555962,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-11,2.505253459,2960779.563,16045.45455,0.212467051,314001.5385,9.266761625,11.86353882,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.2,2018-12,0.771664937,655219.7726,16045.45455,-0.392302457,-529489.7075,-33.70390431,-44.69363303,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2019-01,0.178854715,331192.3533,26477.94118,-0.268841844,-569222.7815,-60.05001352,-63.21781581,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2019-02,0.041403259,99365.30778,26477.94118,-0.143705519,-295487.3569,-77.63301162,-74.83483926,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2019-03,0.033334321,65180.38131,26477.94118,-0.329108328,-668600.5148,-90.80287027,-91.11718748,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2019-04,0.046869384,68048.56351,26477.94118,-1.403714806,-2700376.478,-96.76893048,-97.54197558,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-05,0.87364494,1130152.284,26477.94118,0.009459208,34553.44922,1.094580492,3.153841362,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-06,0.529732636,650310.802,26477.94118,-0.014121791,2943.121853,-2.596612387,0.454629099,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-07,0.070187536,49229.3117,26477.94118,-0.057245054,-61533.99721,-44.92183212,-55.55449527,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-08,0.138360957,199810.9164,26477.94118,0.002043682,-18665.31197,1.499209503,-8.543406351,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-09,0.055166843,96391.44382,26477.94118,-0.059983302,-97616.56131,-52.09138214,-50.3157389,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-10,0.246637965,378605.6229,26477.94118,-0.118896826,-223653.5785,-32.52681521,-37.13576779,,,,,,,,,
S0_BASE_bs00_E19,ETH.8.3,2018-11,2.040611048,4189644,26477.94118,-0.029905182,-54115.03645,-1.444334564,-1.27516751,,,,,,,,,
