P0,R0,dR,dC,S0,Region,Shock,iso3,Country
1072781948000.0,247160000000.0,-1426044335.81939,0.0,7119771960000,NAF,High,ARM,Armenia
82885904928000.0,15681300000000.0,-1463493440.93384,0.0,83905213988000,NAF,High,AUS,Australia
309324080000000.0,55914272000000.0,-100651862449.85301,0.0,333674785966000,NAF,High,IND,India
0.0,5494300000000.0,-4302258.51632645,0.0,4033194000,NAF,High,IDN,Indonesia
36615262356000.0,29468820000000.0,0.0,0.0,36615277116000,NAF,High,IRN,Iran (Islamic Republic of)
12019859736000.0,2553764000000.0,-185319212476.08102,0.0,14378872196000,NAF,High,IRQ,Iraq
2214086000000.0,177937669735.37198,-1219426.11004097,0.0,2214596370000,NAF,High,IRL,Ireland
588833316000.0,909816000000.0,0.0,0.0,588860622000,NAF,High,ISR,Israel
25077098088000.0,1998369715165.48,-65481139.62232061,0.0,25089479154000,NAF,High,ITA,Italy
0.0,247828000000.0,-33452322352.989,0.0,-22110132206000,NAF,High,CIV,Cote d'Ivoire
43761446864000.0,9844316000000.0,-92134264.77496171,0.0,44623441862000,NAF,High,KAZ,Kazakhstan
0.0,0.0,0.0,-4295134.86095984,51514868000,NAF,High,JAM,Jamaica
5593379764000.0,446305650418.49,-66522146443.7642,0.0,-56210176696000,NAF,High,AUT,Austria
2883555600000.0,4092836000000.0,-52291017520.0492,0.0,3076841522000,NAF,High,JPN,Japan
85670332000.0,1603868000000.0,-678735125.821613,0.0,4773109584000,NAF,High,JOR,Jordan
2203573684000.0,693384000000.0,-157332414.23092198,0.0,2251464854000,NAF,High,KGZ,Kyrgyzstan
1051288380000.0,549764000000.0,-698219277.212965,0.0,1323842654000,NAF,High,KEN,Kenya
0.0,0.0,0.0,-247272248.19330096,12301892380000,NAF,High,KHM,Cambodia
192384000000.0,0.0,0.0,-5393283.67780649,255533928000,NAF,High,PRK,Democratic People's Republic of Korea
96607496000.0,4884416000000.0,-234105828.01112998,0.0,251267364000,NAF,High,KOR,Republic of Korea
177688000.0,0.0,0.0,-1479120050.0766401,7179770994000,NAF,High,KWT,Kuwait
5848139600000.0,472926890509.82104,-145470224.96086,0.0,5904820046000,NAF,High,LVA,Latvia
0.0,0.0,0.0,-39359251.8977831,657716474000,NAF,High,BHS,Bahamas
0.0,0.0,0.0,-588757.362793255,14000168000,NAF,High,LAO,Lao People's Democratic Republic
473913936000.0,168336000000.0,-4453180.99328082,0.0,478213490000,NAF,High,LBN,Lebanon
32290452000.0,0.0,0.0,-12865449.7294496,744560840000,NAF,High,LSO,Lesotho
0.0,0.0,0.0,-30778533.8976404,1276118086000,NAF,High,LBR,Liberia
644944648000.0,385436000000.0,-5114183.32207782,0.0,879822262000,NAF,High,LBY,Libya
11573514828000.0,936022831144.981,-152843086203.336,0.0,29072559058000,NAF,High,LTU,Lithuania
0.0,0.0,0.0,-270767.164194034,7866350000,NAF,High,MHL,Marshall Islands
20040000000.0,0.0,0.0,-1201083.94716656,69879672000,NAF,High,MDG,Madagascar
0.0,64796000000.0,-64796000000.0,-1682591155.10328,-11181712084000,NAF,High,BHR,Bahrain
4592500000.0,48764000000.0,-6470852211.55024,0.0,707923922000,NAF,High,MWI,Malawi
0.0,1114224000000.0,-167266858.653473,0.0,94540652000,NAF,High,MYS,Malaysia
0.0,0.0,0.0,-90408948.70775831,1638291986000,NAF,High,MDV,Maldives
126293416000.0,28056000000.0,-12924351314.6188,0.0,217797994000,NAF,High,MLI,Mali
38117416000.0,3021819841.46514,-52213675.8044291,0.0,178458812000,NAF,High,MLT,Malta
23116140000.0,85504000000.0,-7782040523.97513,0.0,2052074256000,NAF,High,MRT,Mauritania
0.0,16032000000.0,-16032000000.0,-1276019506.79802,-70146479868000,NAF,High,MUS,Mauritius
11940552104000.0,2187032000000.0,-2187032000000.0,-1389169657958.11,11946583378000,NAF,High,MEX,Mexico
0.0,0.0,0.0,-2221390.82608095,58991152000,NAF,High,BRB,Barbados
1331938560000.0,0.0,0.0,-43485091.139905,1503756578000,NAF,High,MNG,Mongolia
0.0,0.0,0.0,-105346785.147281,3063552590000,NAF,High,MSR,Montserrat
17858077532000.0,15793524000000.0,-32294908738.8138,0.0,35778380246000,NAF,High,MAR,Morocco
63814708000.0,238476000000.0,-60422.879809548096,0.0,64095954000,NAF,High,MOZ,Mozambique
0.0,0.0,0.0,-161078194.72154298,5877655928000,NAF,High,FSM,Micronesia (Federated States of)
3220270352000.0,935868000000.0,-153139949.223573,0.0,3265772770000,NAF,High,MDA,Republic of Moldova
43720600000.0,22712000000.0,-1987391841.99942,0.0,841134616000,NAF,High,NAM,Namibia
0.0,0.0,0.0,-100702.732307108,4367412000,NAF,High,NRU,Nauru
6124964812000.0,0.0,0.0,-119035562.18483502,6805072618000,NAF,High,NPL,Nepal
4180160300000.0,334309389344.194,-8020514657.640109,0.0,3532988460000,NAF,High,NLD,Netherlands
0.0,0.0,0.0,-166165006.277476,2684360154000,NAF,High,NA.,
50768000.0,0.0,0.0,-31517432.0331205,554410232000,NAF,High,NCL,New Caledonia
848044704000.0,0.0,0.0,-76890151.3257961,-5906013636000,NAF,High,MKD,The former Yugoslav Republic of Macedonia
0.0,0.0,0.0,-5090465.84319953,536227432000,NAF,High,VUT,Vanuatu
1484825056000.0,796924000000.0,-5167231590.76419,0.0,2947417592000,NAF,High,NZL,New Zealand
0.0,45424000000.0,-45424000000.0,-619079600.9127611,-1568792656000,NAF,High,NIC,Nicaragua
17973208000.0,6680000000.0,-3337558191.48932,0.0,2209973692000,NAF,High,NER,Niger
261388400000.0,668000000000.0,-42278964.2625511,0.0,278305012000,NAF,High,NGA,Nigeria
4174694056000.0,5172992000000.0,-4564636167.20794,0.0,6040521994000,NAF,High,BGD,Bangladesh
0.0,0.0,0.0,-101747245.744056,2618951494000,NAF,High,NIU,Niue
0.0,0.0,0.0,-873822568.672693,35043388176000,NAF,High,NFK,Norfolk Island
1123509200000.0,1272540000000.0,-5435629652.9838,0.0,1818990244000,NAF,High,NOR,Norway
0.0,0.0,0.0,-857429955.3916191,98472118000,NAF,High,MNP,Northern Mariana Islands
0.0,0.0,0.0,-857429955.3916191,98472118000,NAF,High,MNP,Pacific Islands Trust Territory
83088066444000.0,11029348000000.0,-946560380.701091,0.0,83212474628000,NAF,High,PAK,Pakistan
0.0,56780000000.0,-30860395939.6173,0.0,-1005292008000,NAF,High,PAN,Panama
16293105168000.0,1303646233705.99,-37153543.7997463,0.0,16341504862000,NAF,High,CZE,Czech Republic
16293105168000.0,1303646233705.99,-37153543.7997463,0.0,16341504862000,NAF,High,CZE,Czechoslovakia
0.0,96192000000.0,-9580961695.554121,0.0,2480949576000,NAF,High,PNG,Papua New Guinea
4083982996000.0,674680000000.0,-60384722.2163558,0.0,4086322078000,NAF,High,PRY,Paraguay
0.0,0.0,0.0,-189234595.253438,53310482000,NAF,High,BMU,Bermuda
722230912000.0,1220436000000.0,-16486648.6758358,0.0,1168556654000,NAF,High,PER,Peru
0.0,3553760000000.0,-90340840092.0046,0.0,-431561496000,NAF,High,PHL,Philippines
34406770856000.0,2756831886780.95,-2756831886780.95,-1810351427.91304,-26157192396000,NAF,High,POL,Poland
280698944000.0,22282894581.9396,-303921119.875406,0.0,352155118000,NAF,High,PRT,Portugal
0.0,0.0,0.0,-18250209.251517802,400466990000,NAF,High,GNB,Guinea-Bissau
0.0,0.0,0.0,-9649791.56233984,239138814000,NAF,High,TLS,Timor-Leste
95524000000.0,12024000000.0,-525290032.070308,0.0,1555405468000,NAF,High,ERI,Eritrea
96860000.0,0.0,0.0,-4995420482.568911,-19042175792000,NAF,High,QAT,Qatar
14543028000.0,0.0,0.0,-76142638.6362733,2012150128000,NAF,High,BTN,Bhutan
0.0,0.0,0.0,-15965.5486143301,2214000,NAF,High,PLW,Palau
160388804000.0,104876000000.0,-104876000000.0,-71811143.6893576,1969487694000,NAF,High,ZWE,Zimbabwe
24430421316000.0,1952174462099.05,-270563515.352103,0.0,24451693266000,NAF,High,ROU,Romania
26923072000.0,33400000000.0,-239069862.877228,0.0,83329784000,NAF,High,RWA,Rwanda
190114260248000.0,21926432000000.0,-10147829.7507657,0.0,190119684940000,NAF,High,RUS,Russian Federation
190114260248000.0,21926432000000.0,-10147829.7507657,0.0,190119684940000,NAF,High,RUS,USSR
0.0,0.0,0.0,-50865140.4287991,1835865414000,NAF,High,SHN,Saint Helena
0.0,0.0,0.0,-54464488.101543605,859184458000,NAF,High,KNA,Saint Kitts and Nevis
0.0,0.0,0.0,-2294444818.91146,39888646000,NAF,High,LCA,Saint Lucia
788635456000.0,371408000000.0,-698855148.675558,0.0,976616752000,NAF,High,BOL,Bolivia (Plurinational State of)
0.0,0.0,0.0,-19638057.915470198,728299636000,NAF,High,SPM,Saint Pierre and Miquelon
0.0,0.0,0.0,-15515.8056279629,738000,NAF,High,VCT,Saint Vincent and the Grenadines
0.0,0.0,0.0,-35303763.453838795,1000700890000,NAF,High,STP,Sao Tome and Principe
2368300480000.0,10773504000000.0,-68289484853.3456,0.0,-4437801412000,NAF,High,SAU,Saudi Arabia
0.0,195056000000.0,-3402877525.3627,0.0,176403062000,NAF,High,SEN,Senegal
0.0,0.0,0.0,-25431854.5166368,-9950060244000,NAF,High,SYC,Seychelles
0.0,0.0,0.0,-707825232.75683,26129782042000,NAF,High,SLE,Sierra Leone
547605024000.0,43802697890.1146,-43802697890.1146,-356253887.15525,15123077732000,NAF,High,SVN,Slovenia
6378283104000.0,510497309056.03705,-8165443684.267809,0.0,15630890326000,NAF,High,SVK,Slovakia
6378283104000.0,510497309056.03705,-8165443684.267809,0.0,15630890326000,NAF,High,SVK,Yugoslav SFR
16578186192000.0,1032060000000.0,-69524082757.196,0.0,18851041308000,NAF,High,AFG,Afghanistan
0.0,0.0,0.0,-223326578.242431,5639473818000,NAF,High,BWA,Botswana
0.0,257848000000.0,-257848000000.0,-1531661209.3747098,13898225370000,NAF,High,SGP,Singapore
3394108000.0,0.0,0.0,-25125018.814214602,766508384000,NAF,High,SOM,Somalia
5935180000000.0,2265188000000.0,-34196849857.4081,0.0,25619523358000,NAF,High,ZAF,South Africa
22472827276000.0,1776893729344.85,-8702557413.29672,0.0,25811460448000,NAF,High,ESP,Spain
0.0,0.0,0.0,-37836891.305502504,-23651688670000,NAF,High,ESH,Western Sahara
0.0,0.0,0.0,-155367570.889828,4664121834000,NAF,High,SUR,Suriname
2967088332000.0,1695384000000.0,-1636180.63528547,0.0,3609498836000,NAF,High,TJK,Tajikistan
2175676000.0,0.0,0.0,-26173892.1119322,1278841578000,NAF,High,SWZ,Swaziland
19212767504000.0,4682680000000.0,-252940313.78989598,0.0,20824836270000,NAF,High,BRA,Brazil
8937305600000.0,725358384249.4359,-620299.165208175,0.0,8977622540000,NAF,High,SWE,Sweden
1643318076000.0,909816000000.0,-288974330348.162,0.0,-2313167234000,NAF,High,CHE,Switzerland
9190365376000.0,7896428000000.0,-7273912692.791241,0.0,11756275186000,NAF,High,SYR,Syrian Arab Republic
4680008000000.0,2064120000000.0,0.0,0.0,4902051776000,NAF,High,TKM,Turkmenistan
366671212000.0,370740000000.0,-394745048.01688397,0.0,529558392000,NAF,High,TZA,United Republic of Tanzania
4249148000.0,2673336000000.0,-32624531378.8302,0.0,5561572788000,NAF,High,THA,Thailand
0.0,25384000000.0,-25384000000.0,-119774066.40009199,-7342242192000,NAF,High,TGO,Togo
0.0,0.0,0.0,-86431423.4140648,105611458000,NAF,High,TON,Tonga
0.0,0.0,0.0,-15795044.482996399,597325352000,NAF,High,ABW,Aruba
0.0,16700000000.0,-539255026.747907,0.0,474957586000,NAF,High,TTO,Trinidad and Tobago
8686004000.0,474280000000.0,-4841483191.82009,0.0,4301056574000,NAF,High,OMN,Oman
3908435936000.0,2679348000000.0,-95539371.7765528,0.0,4001403062000,NAF,High,TUN,Tunisia
69705800000000.0,9329288000000.0,-13194142883.3831,0.0,70632850902000,NAF,High,TUR,Turkey
0.0,0.0,0.0,-29036559.1489987,159058646000,NAF,High,TCA,
258516000.0,852368000000.0,-15367660.1482384,0.0,18858236000,NAF,High,ARE,United Arab Emirates
71471324000.0,33400000000.0,-8904157495.135159,0.0,1693871998000,NAF,High,UGA,Uganda
0.0,0.0,0.0,-17481629.1958192,469192216000,NAF,High,TUV,Tuvalu
48507029084000.0,3911484972665.74,-50323690.2871139,0.0,48517863152000,NAF,High,GBR,United Kingdom
0.0,0.0,0.0,-380926805.17014104,9989916176000,NAF,High,BLZ,Belize
76677582400000.0,11388064000000.0,-10888528.258954499,0.0,76685730404000,NAF,High,UKR,Ukraine
196125998392000.0,76661684000000.0,-58837915022006.4,0.0,196406612336000,NAF,High,USA,United States of America
0.0,22044000000.0,-722217992.199978,0.0,327754962000,NAF,High,BFA,Burkina Faso
3699915728000.0,619904000000.0,-1440714.01600075,0.0,3700160278000,NAF,High,URY,Uruguay
22922631756000.0,6884408000000.0,-57501041894.8398,0.0,36312977948000,NAF,High,UZB,Uzbekistan
573812000.0,784232000000.0,-6005335469.55414,0.0,2207720886000,NAF,High,VEN,Venezuela (Bolivarian Republic of)
0.0,1706740000000.0,-182677110.08784,0.0,1173241124000,NAF,High,VNM,Viet Nam
13881210340000.0,2342676000000.0,-1167482388.71913,0.0,14266368402000,NAF,High,ETH,Ethiopia
13881210340000.0,2342676000000.0,-1167482388.71913,0.0,14266368402000,NAF,High,ETH,Ethiopia PDR
0.0,0.0,0.0,-26477.4924648985,1675358000,NAF,High,VGB,British Virgin Islands
0.0,0.0,0.0,-5210930.00559561,316556808000,NAF,High,WLF,Wallis and Futuna Islands
0.0,0.0,0.0,-2434000285.97095,16471802840000,NAF,High,WSM,Samoa
598211368000.0,925848000000.0,-422672301.88967997,0.0,617590112000,NAF,High,YEM,Yemen
598211368000.0,925848000000.0,-422672301.88967997,0.0,617590112000,NAF,High,YEM,Yemen Ar Rp
598211368000.0,925848000000.0,-422672301.88967997,0.0,617590112000,NAF,High,YEM,Yemen Dem
0.0,0.0,0.0,-2465490.01434859,119834316000,NAF,High,SLB,Solomon Islands
25962488000.0,153640000000.0,-546444750.153279,0.0,1736294088000,NAF,High,COD,Democratic Republic of the Congo
736385164000.0,167000000000.0,-1844528364.17989,0.0,1299023404000,NAF,High,ZMB,Zambia
0.0,0.0,0.0,-33479140.5602146,226297886000,NAF,High,NA..1,
6046866260000.0,486390842207.896,-24100598408.7832,0.0,20557123706000,NAF,High,BEL,Belgium
6046866260000.0,486390842207.896,-24100598408.7832,0.0,20557123706000,NAF,High,BEL,Belgium-Luxembourg
273429100000.0,21888285079.8391,0.0,0.0,273854114000,NAF,High,LUX,Luxembourg
0.0,0.0,0.0,-2025.2198478547698,90394000,NAF,High,AIA,Anguilla
0.0,0.0,0.0,-17820201.049923997,415006392000,NAF,High,BRN,Brunei Darussalam
17355602588000.0,1378606425646.59,-2482362.79576945,0.0,17357689096000,NAF,High,BGR,Bulgaria
0.0,0.0,0.0,-216696577.414342,1716544008000,NAF,High,MYT,Mayotte
8543341244000.0,1400128000000.0,-4996003570.32465,0.0,9830400676000,NAF,High,SRB,Serbia
8543341244000.0,1400128000000.0,-4996003570.32465,0.0,9830400676000,NAF,High,SRB,Serbia and Montenegro
6926492000.0,0.0,0.0,-7364591.958193201,-2101851842000,NAF,High,MNE,Montenegro
1574208800000.0,1319968000000.0,-4121784.87442021,0.0,1576428184000,NAF,High,SDN,Sudan
0.0,0.0,0.0,-4369049.72456561,208895428000,NAF,High,SSD,South Sudan
550990448000.0,151636000000.0,-1998895383.49383,0.0,1148897958000,NAF,High,MMR,Myanmar
19768792000.0,0.0,0.0,-17512565.8866368,763900608000,NAF,High,BDI,Burundi
115871280000.0,0.0,0.0,-1030903.58158816,-2443219372000,NAF,High,NA..2,
951232000000.0,233132000000.0,-10849118346.6396,0.0,6773692518000,NAF,High,ALB,Albania
0.0,0.0,0.0,-527887685.048734,14373559862000,NAF,High,ATA,Antarctica
2873736000.0,23380000000.0,-23380000000.0,-546155688.998817,-8258208908000,NAF,High,CMR,Cameroon
108259086000000.0,23192960000000.0,-23192960000000.0,-3549612887427.25,112619166466000,NAF,High,CAN,Canada
0.0,0.0,0.0,-16391063.9953039,647736412000,NAF,High,CPV,Cape Verde
424247113960000.0,277771768000000.0,-25442633454.8139,0.0,439531424386000,NAF,High,CHN,China
0.0,0.0,0.0,-3159096.38274912,-1001223558000,NAF,High,CYM,Cayman Islands
0.0,0.0,0.0,-878696085.67672,-10066899824000,NAF,High,CAF,Central African Republic
0.0,488308000000.0,-207899714174.68,0.0,-64371616800000,NAF,High,LKA,Sri Lanka
9367364000.0,0.0,0.0,-7350015.42782271,253931474000,NAF,High,TCD,Chad
9528555740000.0,14011968000000.0,-37819251.7826733,0.0,9530453692000,NAF,High,DZA,Algeria
4849771516000.0,1197056000000.0,-30709317.704336602,0.0,4853488688000,NAF,High,CHL,Chile
0.0,0.0,0.0,-1628711.55169886,33027530000,NAF,High,CXR,Christmas Island
31573020000.0,1909144000000.0,-2581079.30847165,0.0,32817270000,NAF,High,COL,Colombia
0.0,0.0,0.0,-2715370.26198088,77621216000,NAF,High,COM,Comoros
0.0,156980000000.0,-6632479.0938502,0.0,32477294000,NAF,High,COG,Congo
0.0,0.0,0.0,-27746585227.0853,32668940000,NAF,High,COK,Cook Islands
0.0,198396000000.0,-59471132565.8169,0.0,10222556288000,NAF,High,CRI,Costa Rica
0.0,0.0,0.0,-125153049.21002099,1949568466000,NAF,High,CUB,Cuba
0.0,0.0,0.0,-50334083.7039922,-2611392646000,NAF,High,ASM,American Samoa
56651076000.0,4763086244.794121,-95784080.1990481,0.0,77845530000,NAF,High,CYP,Cyprus
5668266572000.0,1102868000000.0,-338246201.093819,0.0,5803417738000,NAF,High,AZE,Azerbaijan
0.0,0.0,0.0,-29204703.0872277,1091475520000,NAF,High,BEN,Benin
15400339200000.0,1238412441406.56,-16721376575.3435,0.0,13024770002000,NAF,High,DNK,Denmark
0.0,0.0,0.0,-14435041.2391374,257733750000,NAF,High,DMA,Dominica
0.0,269204000000.0,-13791408.6492776,0.0,57486250000,NAF,High,DOM,Dominican Republic
8561136096000.0,2745480000000.0,-793500696.894975,0.0,9542117972000,NAF,High,BLR,Belarus
19250424000.0,579156000000.0,-18580610056.9661,0.0,5025238952000,NAF,High,ECU,Ecuador
30731979276000.0,14522988000000.0,-287982.462163281,0.0,30793351300000,NAF,High,EGY,Egypt
0.0,0.0,0.0,-16177714832.3451,14007101596000,NAF,High,AND,Andorra
0.0,340012000000.0,-5518839915.70671,0.0,2706226240000,NAF,High,SLV,El Salvador
0.0,0.0,0.0,-240073944.93863702,7529540752000,NAF,High,GNQ,Equatorial Guinea
1853795524000.0,152204009600.361,-1303178839.66684,0.0,1921347860000,NAF,High,EST,Estonia
0.0,0.0,0.0,-470021104.01584405,-1531465124000,NAF,High,FRO,Faroe Islands
0.0,0.0,0.0,-194940052.519041,1929602880000,NAF,High,FLK,Falkland Islands (Malvinas)
0.0,109552000000.0,-9992098131.88961,0.0,3120591376000,NAF,High,FJI,Fiji
3113347600000.0,249990200171.897,-536653194.915216,0.0,6557522050000,NAF,High,FIN,Finland
125411587196000.0,10084793091464.8,-17597474576.7887,0.0,135290914144000,NAF,High,FRA,France
11370696000.0,326652000000.0,-134994012.92580602,0.0,80401562000,NAF,High,AGO,Angola
0.0,0.0,0.0,-21982680.1521582,513704548000,NAF,High,PYF,French Polynesia
0.0,0.0,0.0,-471187.285452625,24900516000,NAF,High,DJI,Djibouti
308215200000.0,304608000000.0,-1470222524.25396,0.0,757276384000,NAF,High,GEO,Georgia
0.0,0.0,0.0,-740411297.205609,5065465250000,NAF,High,GAB,Gabon
0.0,0.0,0.0,-259776535.74533197,1946164204000,NAF,High,GMB,Gambia
84319235200000.0,6747122335380.81,-89076206.6695783,0.0,84606318086000,NAF,High,DEU,Germany
84319235200000.0,6747122335380.81,-89076206.6695783,0.0,84606318086000,NAF,High,DEU,Germany Fr
84319235200000.0,6747122335380.81,-89076206.6695783,0.0,84606318086000,NAF,High,DEU,Germany Nl
0.0,0.0,0.0,-82280.3863195578,2283254000,NAF,High,ATG,Antigua and Barbuda
788546612000.0,609216000000.0,-118386.08624302199,0.0,790652564000,NAF,High,BIH,Bosnia and Herzegovina
0.0,430192000000.0,-2288104573.47476,0.0,854771646000,NAF,High,GHA,Ghana
0.0,0.0,0.0,-225971920.76761898,-40134556160000,NAF,High,GIB,Gibraltar
0.0,0.0,0.0,-222799138.14595497,5870855974000,NAF,High,KIR,Kiribati
5584841388000.0,441968667718.41705,-441968667718.41705,-2947624839.97918,7283937716000,NAF,High,GRC,Greece
0.0,0.0,0.0,-85893640.4990412,2605002584000,NAF,High,GRL,Greenland
0.0,0.0,0.0,-1372875605.21471,-75537801574000,NAF,High,GRD,Grenada
0.0,0.0,0.0,-140635798.607327,2537393542000,NAF,High,GUM,Guam
4063444000.0,423512000000.0,-11189190517.0784,0.0,-3253112796000,NAF,High,GTM,Guatemala
38243837004000.0,5773524000000.0,-1079358077.42038,0.0,45216059036000,NAF,High,ARG,Argentina
0.0,182364000000.0,-3755357.16837577,0.0,41704164000,NAF,High,GIN,Guinea
0.0,39412000000.0,-9642839239.787321,0.0,5290080328000,NAF,High,GUY,Guyana
0.0,0.0,0.0,-279951576.59327996,9007030692000,NAF,High,HTI,Haiti
0.0,0.0,0.0,-81843.5062816138,3671656000,NAF,High,VAT,Holy See
4002656000.0,50100000000.0,-9770.74579988972,0.0,4011752000,NAF,High,HND,Honduras
16877547720000.0,1347491253681.37,-14667240642.0567,0.0,27409534344000,NAF,High,HUN,Hungary
2916659676000.0,230010539782.862,-75432315.60116109,0.0,2846978008000,NAF,High,HRV,Croatia
0.0,0.0,0.0,-19822165.0322514,690903032000,NAF,High,ISL,Iceland
1072781948000.0,247160000000.0,-247160000000.0,-153959862181.578,7119771960000,MBBF,High,ARM,Armenia
82885904928000.0,15681300000000.0,-35370692610.3978,0.0,83905213988000,MBBF,High,AUS,Australia
309324080000000.0,55914272000000.0,-2125403384858.34,0.0,333674785966000,MBBF,High,IND,India
0.0,5494300000000.0,-363415915.558139,0.0,4033194000,MBBF,High,IDN,Indonesia
36615262356000.0,29468820000000.0,-53862.4368144259,0.0,36615277116000,MBBF,High,IRN,Iran (Islamic Republic of)
12019859736000.0,2553764000000.0,-541365516444.741,0.0,14378872196000,MBBF,High,IRQ,Iraq
2214086000000.0,177937669735.37198,-12283678.2564969,0.0,2214596370000,MBBF,High,IRL,Ireland
588833316000.0,909816000000.0,0.0,0.0,588860622000,MBBF,High,ISR,Israel
25077098088000.0,1998369715165.48,-950944295.337186,0.0,25089479154000,MBBF,High,ITA,Italy
0.0,247828000000.0,-247828000000.0,-10137553836.9628,-22110132206000,MBBF,High,CIV,Cote d'Ivoire
43761446864000.0,9844316000000.0,-9844316000000.0,-2545421705775.2,44623441862000,MBBF,High,KAZ,Kazakhstan
0.0,0.0,0.0,-3207070591.6376,51514868000,MBBF,High,JAM,Jamaica
5593379764000.0,446305650418.49,-446305650418.49,-12603746668.6321,-56210176696000,MBBF,High,AUT,Austria
2883555600000.0,4092836000000.0,-481069409833.04205,0.0,3076841522000,MBBF,High,JPN,Japan
85670332000.0,1603868000000.0,-98441223928.6583,0.0,4773109584000,MBBF,High,JOR,Jordan
2203573684000.0,693384000000.0,-662350726138.402,0.0,2251464854000,MBBF,High,KGZ,Kyrgyzstan
1051288380000.0,549764000000.0,-65771682067.7393,0.0,1323842654000,MBBF,High,KEN,Kenya
0.0,0.0,0.0,-241788467409.659,12301892380000,MBBF,High,KHM,Cambodia
192384000000.0,0.0,0.0,-30835543.365365602,255533928000,MBBF,High,PRK,Democratic People's Republic of Korea
96607496000.0,4884416000000.0,-62178883290.9012,0.0,251267364000,MBBF,High,KOR,Republic of Korea
177688000.0,0.0,0.0,-17554945150.6822,7179770994000,MBBF,High,KWT,Kuwait
5848139600000.0,472926890509.82104,-472926890509.82104,-1189487851879.1,5904820046000,MBBF,High,LVA,Latvia
0.0,0.0,0.0,-26593722839.9683,657716474000,MBBF,High,BHS,Bahamas
0.0,0.0,0.0,-210974013.074506,14000168000,MBBF,High,LAO,Lao People's Democratic Republic
473913936000.0,168336000000.0,-1963173101.7115898,0.0,478213490000,MBBF,High,LBN,Lebanon
32290452000.0,0.0,0.0,-22086105599.3659,744560840000,MBBF,High,LSO,Lesotho
0.0,0.0,0.0,-58794065.57503609,1276118086000,MBBF,High,LBR,Liberia
644944648000.0,385436000000.0,-959456633.3051311,0.0,879822262000,MBBF,High,LBY,Libya
11573514828000.0,936022831144.981,-936022831144.981,-36015340058.1796,29072559058000,MBBF,High,LTU,Lithuania
0.0,0.0,0.0,-25004786.1041404,7866350000,MBBF,High,MHL,Marshall Islands
20040000000.0,0.0,0.0,-33823237.5576412,69879672000,MBBF,High,MDG,Madagascar
0.0,64796000000.0,-64796000000.0,-2043154112.7134,-11181712084000,MBBF,High,BHR,Bahrain
4592500000.0,48764000000.0,-48764000000.0,-165425757958.576,707923922000,MBBF,High,MWI,Malawi
0.0,1114224000000.0,-9303519872.42098,0.0,94540652000,MBBF,High,MYS,Malaysia
0.0,0.0,0.0,-2362627172.81175,1638291986000,MBBF,High,MDV,Maldives
126293416000.0,28056000000.0,-24116814090.5447,0.0,217797994000,MBBF,High,MLI,Mali
38117416000.0,3021819841.46514,-3021819841.46514,-123112350.925314,178458812000,MBBF,High,MLT,Malta
23116140000.0,85504000000.0,-85504000000.0,-63679242963.2058,2052074256000,MBBF,High,MRT,Mauritania
0.0,16032000000.0,-16032000000.0,-5878325766.75039,-70146479868000,MBBF,High,MUS,Mauritius
11940552104000.0,2187032000000.0,-2187032000000.0,-1389811343607.44,11946583378000,MBBF,High,MEX,Mexico
0.0,0.0,0.0,-8271438025.63098,58991152000,MBBF,High,BRB,Barbados
1331938560000.0,0.0,0.0,-36111998472.9759,1503756578000,MBBF,High,MNG,Mongolia
0.0,0.0,0.0,-24105744330.3474,3063552590000,MBBF,High,MSR,Montserrat
17858077532000.0,15793524000000.0,-809075107706.0459,0.0,35778380246000,MBBF,High,MAR,Morocco
63814708000.0,238476000000.0,-6262186.38823702,0.0,64095954000,MBBF,High,MOZ,Mozambique
0.0,0.0,0.0,-16126955379.7169,5877655928000,MBBF,High,FSM,Micronesia (Federated States of)
3220270352000.0,935868000000.0,-935868000000.0,-20016242326.5681,3265772770000,MBBF,High,MDA,Republic of Moldova
43720600000.0,22712000000.0,-22712000000.0,-27530876778.1688,841134616000,MBBF,High,NAM,Namibia
0.0,0.0,0.0,-178005.940292102,4367412000,MBBF,High,NRU,Nauru
6124964812000.0,0.0,0.0,-296674677.49414104,6805072618000,MBBF,High,NPL,Nepal
4180160300000.0,334309389344.194,-93629017511.9472,0.0,3532988460000,MBBF,High,NLD,Netherlands
0.0,0.0,0.0,-158836176745.202,2684360154000,MBBF,High,NA.,
50768000.0,0.0,0.0,-257412058.568208,554410232000,MBBF,High,NCL,New Caledonia
848044704000.0,0.0,0.0,-3224653092.22297,-5906013636000,MBBF,High,MKD,The former Yugoslav Republic of Macedonia
0.0,0.0,0.0,-45086055.71422,536227432000,MBBF,High,VUT,Vanuatu
1484825056000.0,796924000000.0,-295591805001.992,0.0,2947417592000,MBBF,High,NZL,New Zealand
0.0,45424000000.0,-45424000000.0,-4544965142.16252,-1568792656000,MBBF,High,NIC,Nicaragua
17973208000.0,6680000000.0,-6680000000.0,-43568548876.6946,2209973692000,MBBF,High,NER,Niger
261388400000.0,668000000000.0,-617623180.699392,0.0,278305012000,MBBF,High,NGA,Nigeria
4174694056000.0,5172992000000.0,-43000240719.7538,0.0,6040521994000,MBBF,High,BGD,Bangladesh
0.0,0.0,0.0,-78096935838.7593,2618951494000,MBBF,High,NIU,Niue
