mint_runid,pihm-input,AQ_DEPTH,end-date,ET_ETP,ET_IC,ET_SOIL,ET_TR,GEOL_DMAC,GEOL_KMACSATH,GEOL_KSATH,GEOL_KSATV,GEOL_MACVF,GEOL_THETAR,GEOL_THETAS,IC_GW,IC_RIV,LC_ALBEDO,LC_DROOT,LC_IMPAF,LC_ISMAX,LC_ROUGH,LC_SOILDGD,LC_VEGFRAC,region-name,RIV_BEDTHICK,RIV_BSLOPE,RIV_CWR,RIV_DPTH,RIV_KH,RIV_ROUGH,RIV_SINU,RIV_WDTH,SOIL_ALPHA,SOIL_BETA,SOIL_DINF,SOIL_KINF,SOIL_KMACSATV,SOIL_MACHF,start-date,TS_LAI,TS_PRCP,TS_SFCTMP,pihm-output,metadata
35f889fd0291fc02a625aaf7a1fe149c,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,0.8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,0.9,0,https://data.mint.isi.edu/files/local-execution/pihm-output-6bf7a4c9582d70996ade31909d415074,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
0583b8ebe4c8a129615f3e2e2e5c381a,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,0.8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-fac5df19d71095d979a2f00f605d3fbc,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
ede481a382ad2e06eabfb6912d31df28,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,0.8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1.1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-eed91179cc74601417169d8b1711de5b,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
773274b7b7b03197f3ce716311eeb435,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,0.9,0,https://data.mint.isi.edu/files/local-execution/pihm-output-414358905da30868f462ce386ba4a371,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
66b5a30de08393f08fe1fddc84045cbf,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-8b172650ae26ecdf562e951b4ff9fa28,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
6c3cf1e7f54cc14de07c7e94d2bc8484,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1.1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-42f3f0a38a66924739554f4603f0aa61,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
ff123f40ce0da17d8a710675eabdf78a,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1.2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,0.9,0,https://data.mint.isi.edu/files/local-execution/pihm-output-7cddfb5e243dcf7350dc25792d57d227,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
10dae1ac958cac090283c1235531c798,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1.2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-b40dfbfbde0da607a3db44745d86421d,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
4b772616398e39f7ec2561ed1456b2ce,https://data.mint.isi.edu/files/wings-dev/mint/mint-test/data/pihm-input-bashilo-f7766968423b8f66c5b9264e819f2733.tgz,0,12/31/2018,1.2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,bashilo,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1/1/2000,1,1.1,0,https://data.mint.isi.edu/files/local-execution/pihm-output-54f3f9f68c4f5cf9cd8ec9a69226ac6e,https://data.mint.isi.edu/files/sharedResults/PIHM/Bashilo-2000-2018/metadata.json
